Order ID,Customer Name,Company,Order Region,Order State,Order City,Category Name,Department Name,Product Name,Order Item Quantity,Order Item Discount,Product Price,Order Item Total,Sales,order date (DateOrders),delivery date (Date),Days for shipment (scheduled),Days for shipping (real),Shipping Mode,Delivery Status,Late_delivery_risk
IND-103823,Sneha Mehta,Amazon India,East,Gujarat,Vadodara,Electronics,Mobiles,Smartphone Model B,13,0.1,44053.44,515425.25,515425.25,2024-03-19,2024-03-31,8,12,Same Day,Delayed,1
IND-103824,Anjali Singh,BigBasket,South,Madhya Pradesh,Indore,Apparel,Men,T-Shirt,13,0.25,662.4,6458.4,6458.4,2023-11-19,2023-11-22,2,3,Standard,Delayed,1
IND-103825,Ravi Kapoor,Wipro Ltd.,Central,Madhya Pradesh,Gwalior,Home Appliances,Kitchen Appliances,Mixer Grinder,8,0.15,11930.14,81124.95,81124.95,2023-12-15,2023-12-19,5,4,Express,Out for Delivery,0
IND-103826,Amit Kapoor,Marico Ltd.,West,Kerala,Kochi,Automotive,Spare Parts,Car Brake Pad,14,0.15,2523.01,30023.82,30023.82,2024-05-24,2024-05-29,5,5,Overnight,In Transit,0
IND-103827,Vivek Patel,Flipkart,Central,Madhya Pradesh,Indore,Groceries,Dairy,Cheese 200g,18,0.2,1949.01,28065.74,28065.74,2024-07-18,2024-07-19,2,1,Express,In Transit,0
IND-103828,Asha Singh,Amazon India,North,Kerala,Kochi,Groceries,Dairy,Cheese 200g,12,0.25,3608.41,32475.69,32475.69,2024-02-19,2024-02-21,3,2,Two Day,Out for Delivery,0
IND-103829,Priya Sharma,Spencers,Central,Gujarat,Ahmedabad,Electronics,TV & Audio,Soundbar 2.1,7,0.0,10931.29,76519.03,76519.03,2024-10-21,2024-10-30,7,9,Overnight,Delivered,1
IND-103830,Raj Sharma,Wipro Ltd.,North,West Bengal,Kolkata,Apparel,Men,T-Shirt,18,0.2,2085.55,30031.92,30031.92,2024-01-21,2024-01-22,1,1,Overnight,Out for Delivery,0
IND-103831,Neha Iyer,Marico Ltd.,East,Tamil Nadu,Madurai,Furniture,Bedroom,Wardrobe,12,0.2,5455.31,52370.98,52370.98,2024-10-10,2024-10-17,6,7,Overnight,Delayed,1
IND-103832,Sneha Kapoor,Aditya Birla Fashion,East,Madhya Pradesh,Bhopal,Groceries,Dairy,Cheese 200g,20,0.2,3220.43,51526.88,51526.88,2024-09-20,2024-09-27,5,7,Standard,Delayed,1
IND-103833,Vivek Gupta,ITC Limited,East,Madhya Pradesh,Bhopal,Kitchen,Storage,Plastic Container 3pc,12,0.05,3413.86,38918.0,38918.0,2024-02-29,2024-03-09,10,9,Express,Delivered,0
IND-103834,Ravi Bose,Wipro Ltd.,West,West Bengal,Siliguri,Groceries,Staples,Wheat Flour 10kg,8,0.2,148.95,953.28,953.28,2024-06-26,2024-07-02,4,6,Two Day,Delivered,1
IND-103835,Pooja Kapoor,ITC Limited,North,Gujarat,Ahmedabad,Home Appliances,Large Appliances,Refrigerator 260L,18,0.25,16763.84,226311.84,226311.84,2024-04-09,2024-04-16,8,7,Express,Delivered,0
IND-103836,Asha Gupta,Infosys Ltd.,West,Telangana,Hyderabad,Groceries,Dairy,Milk Powder 1kg,10,0.15,3801.66,32314.11,32314.11,2024-05-08,2024-05-16,8,8,Standard,Delivered,0
IND-103837,Vivek Singh,Aditya Birla Fashion,West,Karnataka,Hubballi,Automotive,Accessories,Car Seat Cover,5,0.15,10320.41,43861.74,43861.74,2025-10-28,2025-11-01,2,4,Two Day,Delayed,1
IND-103838,Pooja Nambiar,Wipro Ltd.,East,West Bengal,Kolkata,Kitchen,Storage,Plastic Container 3pc,1,0.25,4704.92,3528.69,3528.69,2025-08-20,2025-08-27,6,7,Two Day,Delayed,1
IND-103839,Ravi Singh,Infosys Ltd.,West,Telangana,Warangal,Electronics,Mobiles,Smartphone Model C,6,0.1,75558.02,408013.31,408013.31,2023-11-23,2023-11-27,5,4,Standard,Delivered,0
IND-103840,Vikram Mehta,Godrej Consumer,South,West Bengal,Howrah,FMCG,Snacks,Potato Chips 150g,13,0.1,393.29,4601.49,4601.49,2024-11-21,2024-12-02,1,11,Standard,Delivered,1
IND-103841,Vikram Bose,Hindustan Unilever,South,Karnataka,Mysuru,Beauty & Personal Care,Haircare,Conditioner 200ml,15,0.1,1101.18,14865.93,14865.93,2024-12-26,2025-01-05,10,10,Two Day,Delivered,0
IND-103842,Raj Bose,ITC Limited,West,Tamil Nadu,Chennai,Apparel,Women,Saree,7,0.2,347.64,1946.78,1946.78,2025-06-28,2025-07-17,10,19,Two Day,Delayed,1
IND-103843,Suresh Nambiar,Tata Electronics,West,Delhi,New Delhi,Electronics,TV & Audio,"LED TV 43""",16,0.05,57308.68,871091.94,871091.94,2025-08-11,2025-08-16,3,5,Two Day,Delayed,1
IND-103844,Amit Gupta,Aditya Birla Fashion,East,Delhi,New Delhi,Electronics,TV & Audio,"LED TV 43""",8,0.1,15601.83,112333.18,112333.18,2025-08-22,2025-08-28,4,6,Same Day,Delivered,1
IND-103845,Pooja Patel,Wipro Ltd.,Central,Telangana,Hyderabad,Automotive,Spare Parts,Car Brake Pad,3,0.05,4080.84,11630.39,11630.39,2024-09-22,2024-09-23,1,1,Overnight,In Transit,0
IND-103846,Anjali Iyer,Reliance Retail,East,Delhi,New Delhi,Kitchen,Cookware,Pressure Cooker,9,0.0,4618.14,41563.26,41563.26,2024-11-23,2024-11-30,7,7,Two Day,Delivered,0
IND-103847,Raj Reddy,Wipro Ltd.,East,Madhya Pradesh,Bhopal,Groceries,Staples,Rice 5kg,11,0.0,2823.89,31062.79,31062.79,2024-05-21,2024-05-27,6,6,Standard,Out for Delivery,0
IND-103848,Ravi Singh,Mahindra & Mahindra,East,Delhi,New Delhi,Automotive,Spare Parts,Oil Filter,5,0.1,4362.04,19629.18,19629.18,2024-04-11,2024-04-18,7,7,Two Day,Delivered,0
IND-103849,Raj Reddy,Mahindra & Mahindra,South,Maharashtra,Nagpur,Electronics,TV & Audio,"LED TV 43""",15,0.15,17015.19,216943.67,216943.67,2024-12-20,2024-12-26,7,6,Same Day,Out for Delivery,0
IND-103850,Asha Nambiar,ITC Limited,South,Karnataka,Mysuru,Groceries,Staples,Wheat Flour 10kg,10,0.15,2414.82,20525.97,20525.97,2025-07-23,2025-07-29,4,6,Express,Delivered,1
IND-103851,Suresh Singh,Marico Ltd.,Central,Delhi,New Delhi,Apparel,Men,Jeans,14,0.0,2334.11,32677.54,32677.54,2024-03-29,2024-04-09,9,11,Express,Delivered,1
IND-103852,Pooja Kapoor,Marico Ltd.,West,Madhya Pradesh,Gwalior,Kitchen,Storage,Plastic Container 3pc,19,0.0,1592.57,30258.83,30258.83,2025-01-03,2025-01-20,9,17,Same Day,Delivered,1
IND-103853,Ravi Bose,Spencers,South,Maharashtra,Nagpur,Beauty & Personal Care,Haircare,Shampoo 200ml,5,0.2,1038.51,4154.04,4154.04,2024-12-20,2024-12-28,9,8,Standard,In Transit,0
IND-103854,Vikram Gupta,Tata Electronics,East,Delhi,New Delhi,Beauty & Personal Care,Skincare,Sunscreen 100ml,11,0.05,301.73,3153.08,3153.08,2023-12-10,2023-12-17,6,7,Express,Delayed,1
IND-103855,Karan Singh,Spencers,East,Rajasthan,Udaipur,Books,Education,Math Textbook,4,0.2,1318.96,4220.67,4220.67,2024-12-02,2024-12-05,3,3,Express,Delivered,0
IND-103856,Vikram Gupta,Reliance Retail,North,Tamil Nadu,Tiruchirappalli,FMCG,Beverages,Tea Pack 1kg,16,0.1,2723.27,39215.09,39215.09,2024-12-14,2024-12-18,3,4,Same Day,Delayed,1
IND-103857,Ravi Singh,ITC Limited,West,Karnataka,Mysuru,Furniture,Bedroom,Queen Bed,18,0.2,23179.1,333779.04,333779.04,2024-11-20,2024-11-22,3,2,Same Day,Delivered,0
IND-103858,Priya Mehta,BigBasket,North,Delhi,New Delhi,Electronics,TV & Audio,Soundbar 2.1,13,0.0,62308.52,810010.76,810010.76,2024-11-30,2024-12-10,9,10,Overnight,Delayed,1
IND-103859,Vivek Bose,Flipkart,East,Telangana,Nizamabad,Apparel,Women,Kurta,6,0.1,550.28,2971.51,2971.51,2025-03-28,2025-03-31,1,3,Two Day,Delivered,1
IND-103860,Suresh Kapoor,Dmart,West,Maharashtra,Pune,Home Appliances,Kitchen Appliances,Electric Kettle,20,0.15,26282.78,446807.26,446807.26,2024-11-06,2024-11-12,7,6,Two Day,Out for Delivery,0
IND-103861,Karan Bose,Flipkart,Central,Gujarat,Surat,FMCG,Snacks,Potato Chips 150g,3,0.2,1613.86,3873.26,3873.26,2024-06-26,2024-07-02,4,6,Same Day,Delivered,1
IND-103862,Asha Singh,Marico Ltd.,East,Telangana,Warangal,FMCG,Beverages,Tea Pack 1kg,10,0.15,3232.69,27477.87,27477.87,2025-03-04,2025-03-14,9,10,Same Day,Delivered,1
IND-103863,Anjali Gupta,BigBasket,West,Karnataka,Bengaluru,Beauty & Personal Care,Skincare,Sunscreen 100ml,1,0.15,1829.14,1554.77,1554.77,2024-09-23,2024-09-26,1,3,Two Day,Delivered,1
IND-103864,Suresh Patel,Spencers,Central,Karnataka,Mangalore,Kitchen,Storage,Plastic Container 3pc,10,0.15,3757.55,31939.17,31939.17,2024-07-03,2024-07-04,1,1,Express,In Transit,0
IND-103865,Asha Patel,Amazon India,South,West Bengal,Howrah,Books,Fiction,Novel A,4,0.2,2488.98,7964.74,7964.74,2025-01-24,2025-02-04,10,11,Two Day,Delivered,1
IND-103866,Divya Gupta,Aditya Birla Fashion,East,Karnataka,Mangalore,Beauty & Personal Care,Haircare,Conditioner 200ml,7,0.15,2428.82,14451.48,14451.48,2025-06-11,2025-06-16,5,5,Overnight,Delivered,0
IND-103867,Divya Singh,Tata Electronics,East,Rajasthan,Udaipur,Furniture,Bedroom,Wardrobe,12,0.25,56997.07,512973.63,512973.63,2025-02-21,2025-02-24,4,3,Same Day,Out for Delivery,0
IND-103868,Pooja Joshi,ITC Limited,East,West Bengal,Howrah,Home Appliances,Kitchen Appliances,Electric Kettle,14,0.25,6025.41,63266.8,63266.8,2023-12-05,2023-12-08,3,3,Express,In Transit,0
IND-103869,Priya Iyer,Spencers,North,Telangana,Nizamabad,Kitchen,Storage,Glass Jar 1L,7,0.2,4861.38,27223.73,27223.73,2025-02-17,2025-02-26,7,9,Same Day,Delivered,1
IND-103870,Karan Sharma,Hindustan Unilever,West,West Bengal,Kolkata,Books,Education,Math Textbook,9,0.15,212.99,1629.37,1629.37,2024-03-03,2024-03-15,10,12,Same Day,Delayed,1
IND-103871,Sneha Singh,Mahindra & Mahindra,East,West Bengal,Siliguri,Automotive,Spare Parts,Oil Filter,2,0.0,2709.29,5418.58,5418.58,2025-07-08,2025-07-10,2,2,Two Day,Out for Delivery,0
IND-103872,Pooja Patel,Spencers,East,Madhya Pradesh,Indore,Books,Fiction,Novel A,6,0.05,2447.95,13953.31,13953.31,2024-12-06,2024-12-10,4,4,Standard,Out for Delivery,0
IND-103873,Sneha Iyer,Aditya Birla Fashion,North,Rajasthan,Jaipur,Kitchen,Cookware,Non-stick Pan,2,0.15,271.18,461.01,461.01,2025-06-05,2025-06-17,10,12,Two Day,Delayed,1
IND-103874,Vivek Singh,Tata Electronics,West,Kerala,Kozhikode,Books,Fiction,Novel A,6,0.2,1894.09,9091.63,9091.63,2024-06-17,2024-06-28,10,11,Same Day,Delivered,1
IND-103875,Ravi Nambiar,Mahindra & Mahindra,South,Kerala,Thiruvananthapuram,Apparel,Women,Kurta,1,0.25,1351.42,1013.57,1013.57,2025-10-08,2025-10-15,7,7,Overnight,In Transit,0
IND-103876,Anjali Gupta,Aditya Birla Fashion,East,Maharashtra,Mumbai,Books,Education,Science Workbook,20,0.05,628.8,11947.2,11947.2,2024-03-22,2024-03-30,1,8,Same Day,Delivered,1
IND-103877,Raj Patel,Aditya Birla Fashion,East,Delhi,New Delhi,Electronics,Mobiles,Smartphone Model C,1,0.1,20816.28,18734.65,18734.65,2024-04-09,2024-04-12,1,3,Express,Delayed,1
IND-103878,Asha Iyer,Dmart,West,Maharashtra,Nagpur,Beauty & Personal Care,Haircare,Shampoo 200ml,18,0.15,450.47,6892.19,6892.19,2025-07-31,2025-08-09,7,9,Two Day,Delivered,1
IND-103879,Raj Iyer,Reliance Retail,South,Tamil Nadu,Coimbatore,Furniture,Living Room,Coffee Table,12,0.2,37420.58,359237.57,359237.57,2023-11-16,2023-11-20,2,4,Same Day,Delayed,1
IND-103880,Amit Patel,Amazon India,South,Kerala,Thiruvananthapuram,Home Appliances,Kitchen Appliances,Electric Kettle,3,0.05,34873.15,99388.48,99388.48,2024-02-24,2024-02-29,4,5,Standard,Delivered,1
IND-103881,Pooja Bose,Aditya Birla Fashion,East,Madhya Pradesh,Gwalior,FMCG,Snacks,Potato Chips 150g,9,0.25,2012.81,13586.47,13586.47,2025-06-07,2025-06-12,3,5,Same Day,Delayed,1
IND-103882,Raj Reddy,Dmart,South,Madhya Pradesh,Gwalior,Automotive,Accessories,Floor Mat,4,0.15,10224.14,34762.08,34762.08,2024-11-25,2024-12-04,7,9,Standard,Delivered,1
IND-103883,Sneha Kapoor,Infosys Ltd.,East,Karnataka,Mysuru,Home Appliances,Large Appliances,Refrigerator 260L,4,0.2,46015.19,147248.61,147248.61,2025-03-22,2025-04-02,7,11,Express,Delayed,1
IND-103884,Ravi Bose,Amazon India,South,Gujarat,Vadodara,Books,Fiction,Novel B,16,0.25,2068.13,24817.56,24817.56,2024-10-18,2024-10-20,2,2,Overnight,Out for Delivery,0
IND-103885,Anjali Joshi,Aditya Birla Fashion,West,Maharashtra,Mumbai,Groceries,Staples,Wheat Flour 10kg,16,0.2,4196.24,53711.87,53711.87,2024-02-06,2024-02-15,10,9,Same Day,Delivered,0
IND-103886,Ravi Gupta,ITC Limited,South,Karnataka,Hubballi,Home Appliances,Large Appliances,Refrigerator 260L,4,0.2,5753.96,18412.67,18412.67,2025-02-05,2025-02-14,7,9,Two Day,Delayed,1
IND-103887,Suresh Iyer,Infosys Ltd.,North,Delhi,New Delhi,Furniture,Living Room,Sofa 3-seater,17,0.0,20797.96,353565.32,353565.32,2024-02-20,2024-03-01,10,10,Express,Delivered,0
IND-103888,Raj Singh,Amazon India,Central,Madhya Pradesh,Bhopal,Automotive,Spare Parts,Oil Filter,14,0.0,13931.86,195046.04,195046.04,2024-11-01,2024-11-11,10,10,Express,Delivered,0
IND-103889,Vivek Singh,Amazon India,North,West Bengal,Siliguri,Groceries,Dairy,Milk Powder 1kg,18,0.2,981.2,14129.28,14129.28,2024-05-04,2024-05-11,6,7,Overnight,Delayed,1
IND-103890,Priya Sharma,BigBasket,West,Telangana,Hyderabad,Books,Fiction,Novel B,12,0.0,1194.58,14334.96,14334.96,2024-10-31,2024-11-01,2,1,Overnight,Out for Delivery,0
IND-103891,Karan Nambiar,Tata Electronics,South,Rajasthan,Udaipur,Groceries,Staples,Wheat Flour 10kg,4,0.05,1038.64,3946.83,3946.83,2025-04-27,2025-05-02,5,5,Express,In Transit,0
IND-103892,Ravi Mehta,Marico Ltd.,Central,Maharashtra,Nagpur,FMCG,Snacks,Biscuits Pack,19,0.2,3843.84,58426.37,58426.37,2024-05-23,2024-05-31,6,8,Express,Delivered,1
IND-103893,Raj Mehta,Amazon India,West,Tamil Nadu,Chennai,Beauty & Personal Care,Skincare,Face Cream 50ml,15,0.0,515.85,7737.75,7737.75,2025-09-09,2025-09-13,4,4,Two Day,Out for Delivery,0
IND-103894,Vikram Mehta,Tata Electronics,West,Kerala,Thiruvananthapuram,Books,Fiction,Novel B,2,0.25,538.1,807.15,807.15,2024-09-08,2024-09-13,2,5,Two Day,Delayed,1
IND-103895,Suresh Reddy,Reliance Retail,South,Maharashtra,Pune,Home Appliances,Kitchen Appliances,Mixer Grinder,10,0.25,36052.61,270394.57,270394.57,2024-03-18,2024-03-29,10,11,Standard,Delivered,1
IND-103896,Suresh Kapoor,Amazon India,East,Karnataka,Bengaluru,Home Appliances,Kitchen Appliances,Mixer Grinder,16,0.0,41458.03,663328.48,663328.48,2024-07-06,2024-07-18,10,12,Express,Delivered,1
IND-103897,Asha Kumar,Spencers,East,Karnataka,Mysuru,Automotive,Spare Parts,Car Brake Pad,17,0.15,7300.95,105498.73,105498.73,2025-04-13,2025-04-14,1,1,Standard,Out for Delivery,0
IND-103898,Raj Patel,Mahindra & Mahindra,North,West Bengal,Howrah,Books,Education,Math Textbook,20,0.2,2664.13,42626.08,42626.08,2024-11-25,2024-11-27,3,2,Express,Out for Delivery,0
IND-103899,Priya Mehta,Wipro Ltd.,South,Delhi,New Delhi,Books,Education,Science Workbook,18,0.1,2050.61,33219.88,33219.88,2025-10-29,2025-11-01,2,3,Same Day,Delivered,1
IND-103900,Raj Kumar,Aditya Birla Fashion,West,Telangana,Hyderabad,Home Appliances,Large Appliances,Washing Machine 7kg,11,0.0,45890.28,504793.08,504793.08,2025-05-05,2025-05-13,9,8,Two Day,Delivered,0
IND-103901,Raj Bose,Marico Ltd.,South,Rajasthan,Jodhpur,Furniture,Living Room,Sofa 3-seater,11,0.25,37303.66,307755.2,307755.2,2025-07-15,2025-07-24,7,9,Standard,Delivered,1
IND-103902,Divya Nambiar,Marico Ltd.,South,Gujarat,Surat,Books,Education,Math Textbook,17,0.2,2299.82,31277.55,31277.55,2024-03-14,2024-03-22,8,8,Same Day,Delivered,0
IND-103903,Priya Mehta,Hindustan Unilever,East,Delhi,New Delhi,Apparel,Men,T-Shirt,14,0.2,538.34,6029.41,6029.41,2025-04-29,2025-05-11,10,12,Same Day,Delivered,1
IND-103904,Vikram Bose,Tata Electronics,North,Madhya Pradesh,Bhopal,Apparel,Kids,Kids Shorts,3,0.2,1226.15,2942.76,2942.76,2024-03-10,2024-03-21,10,11,Same Day,Delivered,1
IND-103905,Divya Kapoor,Aditya Birla Fashion,South,Karnataka,Mangalore,Home Appliances,Kitchen Appliances,Mixer Grinder,13,0.15,35346.25,390576.06,390576.06,2024-01-19,2024-02-06,10,18,Same Day,Delivered,1
IND-103906,Divya Iyer,Aditya Birla Fashion,North,Gujarat,Ahmedabad,Books,Fiction,Novel A,2,0.25,1209.9,1814.85,1814.85,2024-09-12,2024-09-19,8,7,Overnight,In Transit,0
IND-103907,Vivek Kapoor,Hindustan Unilever,South,Telangana,Warangal,Groceries,Staples,Rice 5kg,9,0.1,4820.27,39044.19,39044.19,2025-09-26,2025-10-07,10,11,Standard,Delayed,1
IND-103908,Asha Iyer,Spencers,East,Telangana,Hyderabad,Kitchen,Storage,Glass Jar 1L,7,0.05,710.25,4723.16,4723.16,2024-08-22,2024-08-30,7,8,Same Day,Delayed,1
IND-103909,Suresh Reddy,Hindustan Unilever,Central,Madhya Pradesh,Indore,Books,Education,Science Workbook,6,0.1,2304.25,12442.95,12442.95,2024-07-06,2024-07-15,10,9,Overnight,Out for Delivery,0
IND-103910,Divya Sharma,Marico Ltd.,West,Delhi,New Delhi,Beauty & Personal Care,Haircare,Conditioner 200ml,14,0.1,917.39,11559.11,11559.11,2024-11-16,2024-11-20,4,4,Overnight,In Transit,0
IND-103911,Vikram Kapoor,Marico Ltd.,South,Telangana,Warangal,Beauty & Personal Care,Haircare,Conditioner 200ml,9,0.1,2797.68,22661.21,22661.21,2023-11-14,2023-11-22,7,8,Express,Delivered,1
IND-103912,Neha Reddy,Mahindra & Mahindra,West,Tamil Nadu,Coimbatore,Electronics,TV & Audio,"LED TV 43""",3,0.25,12353.17,27794.63,27794.63,2025-05-20,2025-06-01,8,12,Overnight,Delayed,1
IND-103913,Ravi Gupta,Amazon India,East,Tamil Nadu,Chennai,Beauty & Personal Care,Haircare,Conditioner 200ml,6,0.2,2030.23,9745.1,9745.1,2025-01-26,2025-01-27,2,1,Standard,Out for Delivery,0
IND-103914,Divya Reddy,Spencers,West,Karnataka,Bengaluru,Beauty & Personal Care,Haircare,Shampoo 200ml,14,0.2,1818.62,20368.54,20368.54,2023-12-16,2023-12-21,6,5,Overnight,In Transit,0
IND-103915,Pooja Reddy,Spencers,South,Delhi,New Delhi,Furniture,Living Room,Sofa 3-seater,4,0.2,32217.78,103096.9,103096.9,2024-09-18,2024-09-29,10,11,Standard,Delivered,1
IND-103916,Anjali Gupta,Hindustan Unilever,Central,Tamil Nadu,Coimbatore,Beauty & Personal Care,Skincare,Face Cream 50ml,14,0.25,1282.12,13462.26,13462.26,2023-11-19,2023-11-22,3,3,Standard,In Transit,0
IND-103917,Divya Bose,Tata Electronics,North,Tamil Nadu,Chennai,Home Appliances,Kitchen Appliances,Mixer Grinder,1,0.1,41008.99,36908.09,36908.09,2024-01-28,2024-01-31,1,3,Overnight,Delayed,1
IND-103918,Pooja Joshi,Aditya Birla Fashion,East,Rajasthan,Jaipur,Kitchen,Storage,Plastic Container 3pc,11,0.05,1916.08,20023.04,20023.04,2024-06-23,2024-06-26,1,3,Overnight,Delivered,1
IND-103919,Asha Singh,Godrej Consumer,South,Rajasthan,Jodhpur,FMCG,Snacks,Biscuits Pack,9,0.05,1658.02,14176.07,14176.07,2025-07-31,2025-08-06,6,6,Two Day,Delivered,0
IND-103920,Sneha Mehta,Reliance Retail,West,Telangana,Hyderabad,Electronics,Computers,Laptop Model Y,4,0.15,33585.82,114191.79,114191.79,2024-04-17,2024-04-21,4,4,Same Day,Delivered,0
IND-103921,Suresh Joshi,Flipkart,Central,Karnataka,Mysuru,Apparel,Kids,Kids Shorts,1,0.0,2280.86,2280.86,2280.86,2024-02-13,2024-02-16,3,3,Standard,In Transit,0
IND-103922,Vivek Singh,Amazon India,South,Karnataka,Mangalore,Apparel,Women,Saree,12,0.15,1306.7,13328.34,13328.34,2025-09-10,2025-09-16,4,6,Standard,Delivered,1
IND-103923,Pooja Mehta,BigBasket,South,West Bengal,Kolkata,Furniture,Living Room,Coffee Table,8,0.05,24303.08,184703.41,184703.41,2024-10-07,2024-10-15,6,8,Express,Delayed,1
IND-103924,Pooja Iyer,Aditya Birla Fashion,West,Rajasthan,Jodhpur,Beauty & Personal Care,Skincare,Face Cream 50ml,20,0.2,1512.18,24194.88,24194.88,2023-11-15,2023-11-24,10,9,Express,In Transit,0
IND-103925,Suresh Sharma,Godrej Consumer,North,Madhya Pradesh,Bhopal,Furniture,Living Room,Coffee Table,4,0.1,34011.9,122442.84,122442.84,2025-08-12,2025-08-22,5,10,Overnight,Delivered,1
IND-103926,Raj Iyer,Hindustan Unilever,East,Kerala,Kochi,Kitchen,Storage,Glass Jar 1L,9,0.1,3007.78,24363.02,24363.02,2024-12-04,2024-12-16,10,12,Same Day,Delivered,1
IND-103927,Raj Kumar,Wipro Ltd.,East,Karnataka,Mysuru,Electronics,Mobiles,Smartphone Model C,11,0.2,15012.77,132112.38,132112.38,2023-12-10,2023-12-17,5,7,Same Day,Delayed,1
IND-103928,Asha Singh,ITC Limited,South,Kerala,Kochi,Home Appliances,Kitchen Appliances,Mixer Grinder,5,0.15,37781.81,160572.69,160572.69,2024-04-01,2024-04-09,3,8,Express,Delivered,1
IND-103929,Amit Singh,Hindustan Unilever,South,Tamil Nadu,Chennai,Apparel,Kids,Kids Shorts,15,0.2,1421.13,17053.56,17053.56,2025-03-14,2025-03-18,4,4,Two Day,Delivered,0
IND-103930,Anjali Nambiar,Wipro Ltd.,South,Maharashtra,Nashik,Apparel,Kids,Kids T-Shirt,13,0.2,2232.99,23223.1,23223.1,2025-02-11,2025-02-21,8,10,Overnight,Delivered,1
IND-103931,Suresh Gupta,Godrej Consumer,West,Gujarat,Ahmedabad,FMCG,Snacks,Biscuits Pack,20,0.0,2874.18,57483.6,57483.6,2024-10-01,2024-10-11,5,10,Express,Delivered,1
IND-103932,Pooja Patel,Hindustan Unilever,North,Delhi,New Delhi,Automotive,Spare Parts,Car Brake Pad,18,0.2,7933.62,114244.13,114244.13,2025-01-01,2025-01-03,1,2,Standard,Delivered,1
IND-103933,Karan Mehta,Amazon India,North,Tamil Nadu,Madurai,Electronics,TV & Audio,Soundbar 2.1,19,0.15,19407.88,313437.26,313437.26,2024-10-18,2024-10-25,8,7,Standard,In Transit,0
IND-103934,Vikram Reddy,Dmart,North,Maharashtra,Mumbai,Kitchen,Storage,Glass Jar 1L,11,0.0,1394.17,15335.87,15335.87,2025-08-17,2025-08-23,6,6,Overnight,In Transit,0
IND-103935,Divya Singh,Reliance Retail,Central,Telangana,Warangal,Books,Education,Math Textbook,20,0.15,1703.05,28951.85,28951.85,2025-05-28,2025-05-31,4,3,Same Day,Delivered,0
IND-103936,Ravi Patel,Aditya Birla Fashion,West,Telangana,Warangal,Books,Education,Science Workbook,9,0.25,1939.95,13094.66,13094.66,2024-01-07,2024-01-09,2,2,Overnight,In Transit,0
IND-103937,Vikram Kapoor,Wipro Ltd.,North,Telangana,Nizamabad,FMCG,Snacks,Potato Chips 150g,10,0.0,225.74,2257.4,2257.4,2024-03-19,2024-03-21,1,2,Overnight,Delayed,1
IND-103938,Anjali Reddy,Mahindra & Mahindra,North,Kerala,Kochi,Automotive,Spare Parts,Car Brake Pad,20,0.15,6633.29,112765.93,112765.93,2024-06-03,2024-06-10,5,7,Two Day,Delayed,1
IND-103939,Sneha Mehta,Marico Ltd.,Central,Gujarat,Surat,Kitchen,Cookware,Pressure Cooker,12,0.1,1715.32,18525.46,18525.46,2024-05-28,2024-06-04,7,7,Express,Delivered,0
IND-103940,Amit Joshi,Amazon India,West,Telangana,Hyderabad,Apparel,Kids,Kids T-Shirt,18,0.25,460.64,6218.64,6218.64,2023-12-25,2023-12-31,4,6,Express,Delayed,1
IND-103941,Karan Bose,Marico Ltd.,South,West Bengal,Howrah,Kitchen,Cookware,Pressure Cooker,18,0.15,3885.91,59454.42,59454.42,2023-11-25,2023-12-04,7,9,Overnight,Delivered,1
IND-103942,Anjali Kumar,Mahindra & Mahindra,West,Telangana,Hyderabad,Kitchen,Cookware,Non-stick Pan,18,0.05,376.83,6443.79,6443.79,2025-03-30,2025-04-01,3,2,Standard,In Transit,0
IND-103943,Neha Reddy,Wipro Ltd.,North,Gujarat,Surat,Automotive,Accessories,Floor Mat,16,0.2,10018.01,128230.53,128230.53,2024-08-28,2024-09-01,4,4,Two Day,Delivered,0
IND-103944,Divya Gupta,Tata Electronics,West,Rajasthan,Jaipur,FMCG,Snacks,Biscuits Pack,19,0.0,2095.39,39812.41,39812.41,2023-12-20,2023-12-28,4,8,Standard,Delayed,1
IND-103945,Vivek Bose,Mahindra & Mahindra,Central,Karnataka,Mysuru,Beauty & Personal Care,Skincare,Face Cream 50ml,16,0.1,764.43,11007.79,11007.79,2024-10-10,2024-10-15,6,5,Same Day,Delivered,0
IND-103946,Vivek Iyer,Dmart,North,Karnataka,Mangalore,Apparel,Women,Kurta,13,0.05,2394.88,29576.77,29576.77,2024-09-11,2024-09-18,5,7,Two Day,Delayed,1
IND-103947,Suresh Kumar,Reliance Retail,East,Karnataka,Bengaluru,Electronics,TV & Audio,"LED TV 43""",13,0.2,72015.22,748958.29,748958.29,2024-02-27,2024-03-04,4,6,Same Day,Delivered,1
IND-103948,Amit Nambiar,Godrej Consumer,North,Delhi,New Delhi,Furniture,Living Room,Sofa 3-seater,15,0.2,30835.09,370021.08,370021.08,2024-01-24,2024-01-25,1,1,Two Day,Delivered,0
IND-103949,Sneha Reddy,Mahindra & Mahindra,West,Kerala,Thiruvananthapuram,Books,Fiction,Novel B,7,0.2,2559.6,14333.76,14333.76,2025-06-02,2025-06-13,10,11,Standard,Delayed,1
IND-103950,Ravi Sharma,Infosys Ltd.,North,Tamil Nadu,Madurai,Home Appliances,Large Appliances,Washing Machine 7kg,13,0.15,40012.36,442136.58,442136.58,2024-12-25,2024-12-29,3,4,Two Day,Delivered,1
